budget,genres,id,keywords,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,cast,crew
0,Comedy/Drama,6007,mentally disabled,2.5263560000000003,Maipo Film- og TV Produksjon,Norway,2001-03-16,0,89.0,Elling,7.0,51,Per Christian Ellefsen/Sven Nordin/Jørgen Langhelle/Marit Pia Jacobsen/Per Christensen/Hilde Olausson/Ola Otnes,Petter Næss
2100000,Drama/Crime,364083,new york state/hate crime,0.039007,Industrial House Films,United States of America,2015-10-16,3330,126.0,Mi America,0.0,0,Robert Fontaine/Michael Brainard/Grant Boyd/Michael Derek/Lily Autumn Page,Robert Fontaine
1500000,Horror/Mystery,8329,terror/obsession/camcorder/firemen/religion and supernatural/reality tv/bite/cinematographer/attempt to escape/lodger/live-reportage/found footage,31.691616999999997,Filmax,Spain,2007-04-10,30448000,78.0,[REC],7.1,934,Manuela Velasco/Ferran Terraza/Martha Carbonell/David Vert/Carlos Lasarte/Pablo Rosso/Vicente Gil/Carlos Vicente/Jorge Yamam/María Teresa Ortega/Manuel Bronchud/Maria Lanau/Claudia Silva/Javier Botet/Ben Temple/Akemi Goto/Kao Chen-Min/Ana Isabel Velásquez/Javier Coromina/Pep Sais,Jaume Balagueró
0,Drama/Mystery/Thriller,69640,suicide/family secrets/blind/woman director,0.47908999999999996,,,2010-10-03,0,88.0,Lies in Plain Sight,4.5,4,Martha Higareda/Chad Michael Murray/Yul Vazquez/Benito Martinez/Cheyenne Haynes,Patricia Cardoso
0,,371085,,0.027801,,,2015-01-01,0,0.0,Sharkskin,0.0,0,,
0,Thriller/Horror/Science Fiction,347548,,2.122451,Bright Cold Day Films/Patchwork Productions/Bandoola Productions,United Kingdom,2015-07-09,0,77.0,Containment,5.1,36,Louise Brealey/Lee Ross/Sheila Reid/Pippa Nixon/Claire Greasley/Andrew Leung/Billy Postlethwaite/Hannah Chalmers,Neil Mcenery-West
0,Adventure/Drama/Western,322443,,0.803761,ANA Media,United States of America,2015-02-27,0,81.0,The Timber,4.1,15,James Ransone/Elisa Lasowski/Josh Peck/Attila Árpa/William Gaunt/David Bailie/Shaun O'Hagan/Maria Doyle Kennedy,Anthony O'Brien
2000000,Action/Thriller/Adventure,657,venice/london england/terror/england/assassination/spy/assassin/istanbul/russia/secret mission/secret organization/secret intelligence service/kgb/orient express/zagreb/gondola/phantom/villain/duringcreditsstinger,41.298722999999995,United Artists/Eon Productions/Danjaq,United Kingdom,1963-10-11,78898765,115.0,From Russia with Love,6.9,760,Sean Connery/Daniela Bianchi/Pedro Armendáriz/Lotte Lenya/Robert Shaw/Bernard Lee/Eunice Gayson/Walter Gotell/Francis de Wolff/Nadja Regin/Lois Maxwell/Aliza Gur/Desmond Llewelyn/Vladek Sheybal/George Pastell/Martine Beswick/Jan Williams/Peter Madden/Julie Mendez/Anthony Dawson/Hasan Ceylan/Neville Jason/Peter Bayliss/Nusret Ataer/Peter Brayham/Bill Brandon/Moris Farhi/Alf Mangan/Dido Plumb/Ernie Rice/Fred Wood/Andre Charisse/Hugo de Vernier/Elizabeth Counsell/Michael Culver/Victor Harrington/Aileen Lewis/Barbara Jefford/Jim O'Brady/Eric Pohlmann/Pat Ryan/Bob Simmons/Gordon Sterne/Nikki Van der Zyl/Bedri Çavusoglu,Terence Young
0,Comedy/Horror/Action,28165,japan/new jersey/sequel/superhero/gore/spoof/cult film,1.7913310000000002,Troma Entertainment,United States of America,1989-02-24,0,96.0,The Toxic Avenger Part II,5.3,39,Ron Fazio/John Altamura/Phoebe Legere/Rick Collins/Rikiya Yasuoka/Tsutomu Sekine/Lisa Gaye/Jessica Dublin/Mayako Katsuragi/Shinoburyû/Erika Schickel/Michael Jai White/Gô Nagai/Paul Borghese/Joe Fleishaker/Dan Snow/William E. Benson,Lloyd Kaufman
2000000,Comedy/Romance/Science Fiction,11561,sex/revolution/future/dystopia/government/control/satire/independent film/robot/tyranny/cyrogenics/anarchic comedy,10.664202000000001,Rollins-Joffe Productions,United States of America,1973-12-17,18344729,89.0,Sleeper,7.0,200,Woody Allen/Diane Keaton/John Beck/Mary Gregory/Brian Avery/Don Keefer/Mews Small/Peter Hobbs/Spencer Milligan,Woody Allen
2000000,Horror/Thriller,270303,chase/supernatural/friends/vision/school/young adult/followed,100.87679399999999,Northern Lights Films/Animal Kingdom/Two Flints,United States of America,2015-02-04,14674076,100.0,It Follows,6.6,1832,Maika Monroe/Keir Gilchrist/Daniel Zovatto/Jake Weary/Olivia Luccardi/Lili Sepe/Bailey Spry/Debbie Williams/Ele Bardha/Leisa Pulido/Ruby Harris/Loren Bass/Carollette Phillips/Ingrid Mortimer/Claire Sloma/Scott Norman/Joanna Bronson/D.J. Oliver/Charles Gertner/Kourtney Bell/Alexyss Spradlin/Mike Lanier/Don Hails/Linda Boston/Heather Fairbanks/Vincent Hogarth/Caitlin Burt/Christopher Hohman/Rich Vreeland,David Robert Mitchell
2000000,Comedy,11624,transsexuality/perversity/sperm/orgasm/sodomy/sexology/homosexuality/aphrodisiac/anarchic comedy,13.223111,United Artists,United States of America,1972-08-06,18016290,88.0,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6,215,Woody Allen/John Carradine/Lou Jacobi/Louise Lasser/Anthony Quayle/Tony Randall/Lynn Redgrave/Burt Reynolds/Gene Wilder/Jack Barry/Pamela Mason/Regis Philbin/Robert Q. Lewis/Heather MacRae/Sidney Miller/Titos Vandis/Stanley Adams/Oscar Beregi Jr./Alan Caillou/Dort Clark/Geoffrey Holder,Woody Allen
2000000,Crime/Drama,595,black people/based on novel/brother sister relationship/becoming an adult/isolation/arbitrary law/socially deprived family/tree house/wrong accusal/farm worker/intolerance/exclusion/court case/defence/right and justice/court/child,22.139842,Universal Pictures,United States of America,1962-12-25,13129846,129.0,To Kill a Mockingbird,8.0,657,Gregory Peck/Brock Peters/James Anderson/Mary Badham/Phillip Alford/John Megna/Estelle Evans/Collin Wilcox Paxton/Frank Overton/Rosemary Murphy/Ruth White/Robert Duvall/Paul Fix/Alice Ghostley/William Windom/Crahan Denton/Richard Hale/R.L. Armstrong/Eddie Baker/Bobby Barber/Danny Borzage/John Breen/Jess Cavin/Steve Condit/David Crawford/Frank Ellis/Charles Fredericks/Herman Hack/Jester Hairston/Chuck Hamilton/Kim Hamilton/Michael Jeffers/Dick Johnstone/Colin Kenny/Ethan Laidlaw/Nancy Marshall/Charles Morton/Paulene Myers/William H. O'Brien/Joe Ploski/Hugh Sanders/Mabel Smaney/Cap Somers/George Sowards/Ray Spiker/Kim Stanley/Kelly Thordsen/Arthur Tovey/Sailor Vincent/Max Wagner/Bill Walker/Joe Walls/Dan White/Guy Wilkerson/Chalky Williams/Audrey Betz,Robert Mulligan
2000000,Adventure/Action/Thriller/Science Fiction,8810,explosive/boomerang/pilot/chase/post-apocalyptic/dystopia/deal/survivor/feral child/australia/community/ex-cop/truck/sequel/independent film/oil/wasteland/gang rape/violence/dog/desolate/oil refinery/disfigurement mask/music box/oil tanker/wanderer/ozploitation/motorcycle gangs,37.117362,Kennedy Miller Productions,Australia,1981-12-24,24600832,95.0,Mad Max 2: The Road Warrior,7.3,957,Mel Gibson/Bruce Spence/Michael Preston/Max Phipps/Vernon Wells/Kjell Nilsson/Emil Minty/Virginia Hey/William Zappa/Arkie Whiteley/Steve J. Spears/Syd Heylen/Moira Claux/David Downer/David Slingsby/Kristoffer Greaves/Max Fairchild/Tyler Coppin,George Miller
0,Action/Comedy,12207,father son relationship/martial arts/showdown/fistfight/friendship/duel,15.046612,Paragon Films Ltd./Golden Harvest Company Ltd.,Hong Kong,1994-02-03,0,102.0,The Legend of Drunken Master,7.2,242,Jackie Chan/Anita Mui/Ti Lung/Felix Wong/Liu Chia-Liang/Hoh Wing-Fong/Cheung Chi-Gwong/Bill Tung/Andy Lau/Ken Lo/Chin Ka-Lok/Ho-Sung Pak/Lau Siu-Ming/Suki Kwan/Hon Yee-Sang,Liu Chia-Liang
2000000,Crime/Drama,226,rape/sex/identity/small town/love/friends/murder/romance/true/transgender/anger/woman director/nebraska/small town murder/transphobia/gender identity,15.557144000000001,Fox Searchlight Pictures/The Independent Film Channel Productions/IFC Films/Killer Films/Hart-Sharp Entertainment,United States of America,1999-09-02,11540607,118.0,Boys Don't Cry,7.2,353,Hilary Swank/Chloë Sevigny/Peter Sarsgaard/Brendan Sexton III/Alicia Goranson/Alison Folland/Jeannetta Arnette/Rob Campbell/Matt McGrath/Cheyenne Rushing/Robert Prentiss/Josh Ridgway/Craig Erickson/Stephanie Sechrist/Jerry Haynes/Lou Perryman/Lisa Renee Wilson/Jackson D. Kane/Joseph Gibson/Michael Tripp/Shana McClendon/Libby Villari/Paige Carl Griggs/Gail Cronauer,Kimberly Peirce
2000000,Horror/Mystery,92182,supernatural/remake/suspense/beer bottle/real time/candelabra/reference to facebook/padlock/woman director,11.666319999999999,Elle Driver/Tazora Films,France/United States of America,2011-01-21,13101672,85.0,Silent House,5.2,125,Elizabeth Olsen/Adam Trese/Eric Sheffer Stevens/Julia Taylor Ross/Adam Barnett/Haley Murphy,Chris Kentis
2000000,Drama/Thriller,582,germany/berlin/suicide/berlin wall/corruption/german democratic republic/stasi/blackmail/cold war/soviet union/nudity/propaganda/freedom of speech/house search/artists' life/spying/arts/government/interrogation/surveillance/minister for education/heartbreak/east germany/communism/mfs,34.938177,Arte/Wiedemann & Berg Filmproduktion/Creado Film/Bayerischer Rundfunk (BR),Germany,2006-03-15,70000000,137.0,The Lives of Others,7.9,958,Martina Gedeck/Ulrich Mühe/Sebastian Koch/Ulrich Tukur/Thomas Thieme/Hans-Uwe Bauer/Volkmar Kleinert/Matthias Brenner/Bastian Trost/Charly Hübner/Herbert Knaup/Marie Gruber/Hinnerk Schönemann/Thomas Arnold/Ludwig Blochberger/Volker Michalowski/Werner Daehn/Martin Brambach/Hubertus Hartmann/Paul Faßnacht/Paul Maximilian Schüller/Susanna Kraus/Michael Gerber/Fabian von Klitzing/Harald Polzin/Sheri Hagen/Gitta Schweighöfer/Hildegard Schroedter/Inga Birkenfeld/Jens Wassermann/Kai Ivo Baulitz/Anabelle D. Munro/Klaus Münster,Florian Henckel von Donnersmarck
1000000,Drama,72213,father/faith,5.961119,TriStar Pictures/Provident Films/Affirm Films/Sherwood Pictures/Alabama Production Group,United States of America,2011-09-30,34522221,129.0,Courageous,6.8,77,Alex Kendrick/Ken Bevel/Ben Davies/Kevin Downes/Rusty Martin/T.C. Stallings/Rusty Martin Sr./Eleanor Brown/Matt Hardwick/Robert Amaya /Angelita Nelson/Lauren Etchells/Joy-Anna Duggar/Jessa Duggar/Renee Jewell/Ed Litton,Alex Kendrick
2000000,Drama,990,suicide/gambling/manager/alcohol/based on novel/bar/billard/hustler/sport/party/pool/money/game/drunk/player,17.639478,Twentieth Century Fox Film Corporation/Rossen Films,United States of America,1961-09-25,7600000,134.0,The Hustler,7.6,240,Paul Newman/Jackie Gleason/Piper Laurie/George C. Scott/Myron McCormick/Murray Hamilton/Michael Constantine/Stefan Gierasch/Jake LaMotta/Vincent Gardenia/Gordon B. Clarke/Clifford A. Pellow/Alexander Rose/Carolyn Coates/Carl York,Robert Rossen
2000000,Adventure/Drama/Romance,55604,partnership/oil/oil tycoon/wildcatter/oil field,1.867004,Metro-Goldwyn-Mayer (MGM),United States of America,1940-08-30,9172000,119.0,Boom Town,6.5,8,Clark Gable/Spencer Tracy/Claudette Colbert/Hedy Lamarr/Frank Morgan/Lionel Atwill/Chill Wills/Bess Flowers/Marion Martin/Minna Gombell/Sara Haden/Joe Yule/Horace Murphy/Marietta Canty/Curt Bois/Richard Lane/George Lessey/Frank Orth/John Hamilton/Charles Coleman/Nell Craig/Byron Foulger/Harry Hayden/Eddy Waller/Roy Gordon/Casey Johnson/Baby Quintanilla/Frank McGlynn Sr./Barbara Bedford/Hank Bell/Charles D. Brown/Ralph Bushman/Marietta Canty/Charles Coleman/James Conaty/Dick Curtis/Daisy/Helen Dickson/James Dime/Eddie Dunn/Franklyn Farnum/Pat Flaherty/Sam Garrett/George Guhl/Frank Hagney/William Halligan/John Hamilton/Tom Hanlon/Harry Hayden/Holmes Herbert/Howard C. Hickman/Earle Hodgins/Shep Houghton/Jack Ingram/Sheldon Jett/Robert Emmett Keane/Mitchell Lewis/Tom London/Frank McLure/Carlotta Monti/Philip Morris/John T. Murray/Wedgwood Nowell/Ted Oliver/Nestor Paiva/Milton Parsons/Lee Phelps/Henry Roquemore/Larry Steers/Bert Stevens/William Tannen/Eddy Waller/Harry Wilson/Tom Wilson/Douglas Wood,Jack Conway
8000000,Adventure/Animation/Comedy/Drama,9662,france/kidnapping/boy/biker/tour de france/mafia/dog/triplet/band singer/silent film/old woman,13.944645000000001,Sony Pictures Classics/Production Champion/Vivi Film,France/Belgium/Canada/United Kingdom,2003-06-11,1477676,80.0,The Triplets of Belleville,7.3,231,Béatrice Bonifassi/Lina Boudreau/Michèle Caucheteux/Jean-Claude Donda/Mari-Lou Gauthier/Charles Linton/Suzy Falk,Sylvain Chomet
0,Drama/Comedy,20862,,2.304552,Miramax Films/ShadowCatcher Entertainment,Canada/United States of America,1998-01-16,0,89.0,Smoke Signals,6.6,24,Adam Beach/Evan Adams/Irene Bedard/Gary Farmer/Tantoo Cardinal/Cody Lightning/Simon Baker/Monique Mojica/John Trudell/Elaine Miles/Michael Greyeyes,Chris Eyre
0,Comedy/Drama,2771,biography/independent film/v.a. hospital/junk sale/jellybean/greeting card/file clerk/garage sale/comic book art/neurotic/woman director,7.792851,,United States of America,2003-08-15,6003587,101.0,American Splendor,7.1,120,Paul Giamatti/Hope Davis/Judah Friedlander/James Urbaniak/Harvey Pekar/Joyce Brabner/Daniel Tay/Donal Logue/Molly Shannon/Toby Radloff/Josh Hutcherson/Eytan Mirsky/Earl Billings/Maggie Moore/Joey Krajcar/Chris Ambrose/Cameron Carter/Mary Faktor/Madylin Sweeten,Shari Springer Berman
2700000,Drama/Romance,80,paris/journalist/dialogue/talking/soulmates/walking/bookshop/love of one's life/author,14.799323000000001,Castle Rock Entertainment/Detour Film Production/Warner Independent Pictures (WIP),United States of America,2004-02-10,15992615,80.0,Before Sunset,7.6,718,Ethan Hawke/Julie Delpy/Vernon Dobtcheff/Louise Lemoine Torrès/Mariane Plasteig/Diabolo/Denis Evrard/Albert Delpy/Marie Pillet/Rodolphe Pauly,Richard Linklater
2000000,Drama/Thriller,55,homeless person/mexico city/daughter/secret love/dogfight/money/dog/nonlinear timeline/multiple storylines/new mexican cinema,23.281616,Altavista Films/Zeta Film,Mexico,2000-06-16,20908467,154.0,Amores perros,7.6,521,Gael García Bernal/Vanessa Bauche/Goya Toledo/Alvaro Guerrero/Emilio Echevarría/Jorge Salinas/Rodrigo Murray/Humberto Busto/Gerardo Campbell/Rosa María Bianchi/Dunia Saldívar/Adriana Barraza/José Sefami/Lourdes Echevarría/Marco Pérez/Laura Almela/Gustavo Sánchez Parra/Dagoberto Gama/Rodrigo Ostap/Patricio Castillo/Roberto Medina/Carlos Samperio/Mauricio Martínez/Ricardo Dalmacci/Gustavo Muñoz,Alejandro González Iñárritu
2000000,Crime/Drama,11023,cheating/dysfunctional family/teen angst/underage drinking/domestic violence/makeover/drug overdose/teacher student relationship/street life/movie theater/razor blade/tattoo shop/peer pressure/shoe store/overachiever/reference to jack black/flunking out of school/promiscuous mother/glue sniffing/woman director,20.331592999999998,Fox Searchlight Pictures/Sound for Film/Working Title Films/Antidote Films (I),United States of America,2003-08-20,4601043,100.0,Thirteen,6.7,339,Evan Rachel Wood/Nikki Reed/Vanessa Hudgens/Holly Hunter/Brady Corbet/Jeremy Sisto/Ulysses Estrada/Sarah Blakley-Cartwright/Jenicka Carey/Sarah Clarke/Jasmine Di Angelo/Tessa Ludwick/Kip Pardue/Cece Tsou/Jamison Yang/Mo McRae,Catherine Hardwicke
2000000,Drama/Romance,33667,anti semitism/soldier,5.381536,Twentieth Century Fox Film Corporation,United States of America,1947-11-11,7800000,118.0,Gentleman's Agreement,6.8,47,Gregory Peck/Dorothy McGuire/John Garfield/Celeste Holm/Anne Revere/June Havoc/Albert Dekker/Jane Wyatt/Dean Stockwell/Nicholas Joy/Sam Jaffe/Virginia Gregg/Roy Roberts,Elia Kazan
2000000,Drama,39013,father/court/bail/drug trade/girl/aftercreditsstinger/duringcreditsstinger/woman director,20.834882999999998,Anonymous Content/Winter's Bone Productions,United States of America,2010-06-11,13831503,100.0,Winter's Bone,6.8,565,Jennifer Lawrence/John Hawkes/Kevin Breznahan/Dale Dickey/Garret Dillahunt/Sheryl Lee/Shelley Waggener/Isaiah Stone/Ashlee Thompson/Valerie Richards/Lauren Sweetser/Cinnamon Schultz/Casey MacLaren/Tate Taylor/Ronnie Hall/Cody Brown/William White/Beth Domann/Charlotte Jeane Lucas/Ramona Blair/Russell Schalk/Marideth Sisco,Debra Granik
0,Documentary/Action/Adventure,11194,wound/mountaineer/peru/sport/glacier/climbing/rescue/snow/cordillera huayhuash,14.045886999999999,Darlow Smithson Productions/UK Film Council/PBS/Film4,United Kingdom,2003-09-05,13885802,106.0,Touching the Void,7.6,138,Brendan Mackey/Nicholas Aaron/Richard Hawking/Ollie Ryall/Joe Simpson/Simon Yates,Kevin Macdonald
2000000,Drama/Music/Romance,43839,dance/ragtime/concert tour,0.48397399999999996,Twentieth Century Fox Film Corporation,United States of America,1938-05-24,4000000,106.0,Alexander's Ragtime Band,4.8,6,Tyrone Power/Alice Faye/Don Ameche/Ethel Merman/Jack Haley/Jean Hersholt/Helen Westley/John Carradine/Paul Hurst/Wally Vernon/Ruth Terry/Douglas Fowley/Chick Chandler/Eddie Collins/Joseph Crehan/Charles Williams/Robert Gleckler/Dixie Dunbar/Joe King/Charles Coleman/Stanley Andrews/Selmer Jackson/A.S. Byron/Lon Chaney Jr./James Flavin/Eddie Hall/Frank O'Connor/Marjorie Woodworth,Henry King
0,Comedy/Drama,1382,brother brother relationship/playground/independent film/sex talk/art gallery/separation/self mutilation/shoe salesman/chat session/female artist/meeting on the internet/hope chest/woman director,9.719094,IFC Films,United States of America,2005-06-17,0,90.0,Me and You and Everyone We Know,7.0,107,Miranda July/John Hawkes/Brandon Ratcliff/Miles Thompson/Carlie Westerman/Brad William Henke/Natasha Slayton/Najarra Townsend/Ellen Geer/Colette Kilroy/James Kayten,Miranda July
2000000,Documentary,44639,corruption/capitalism/globalization/bank/banker/fraud/wall street/finances/global economy/banking/crisis/money/economics/financial crisis/stock market/corporation,16.930914,Sony Pictures Classics/Sony Pictures Home Entertainment,United States of America,2010-10-08,7871522,109.0,Inside Job,7.7,286,Matt Damon/William Ackman/Barack Obama/George W. Bush/Jonathan Alpert/Christine Lagarde/Ann Curry/Daniel Alpert/Sigridur Benediktsdottir,Charles Ferguson
6000000,Drama/Music/Romance,301351,dj,28.819423999999998,Working Title Films,United Kingdom/United States of America/France,2015-08-26,11122090,96.0,We Are Your Friends,6.3,658,Zac Efron/Emily Ratajkowski/Wes Bentley/Nick Rotteveel/Alessandro Lindblad/Jon Abrahams/Shiloh Fernandez/Jon Bernthal/Vanessa Lengies/Miranda Rae Mayo/Rob Silverman/Nev Schulman/Molly Hagan/Jonny Weston/Alex Shaffer/Alicia Coppola/Wiley M. Pickett/Brittany Furlan/Rebecca Forsythe/Joey Rudman/Kelsey Formost/Scarlett Benchley/Devon Barnes/Timothy Granaderos/Raleigh Adams/Kerry Stein/Ayden Mayeri/Andrew Bachelor/Dillon Francis,Max Joseph
0,Crime/Drama,4816,deportation/hitman/mission of murder/book/code/telescope/beating/mafia/park/pigeon/hagakure/ice cream/haitian/cd player/rouge/arm sling/racial slur,18.223139,Bac Films/Pandora Filmproduktion/Degeto Film/ARD/JVC Entertainment Networks/Canal+/Plywood Productions,United States of America,1999-09-13,0,116.0,Ghost Dog: The Way of the Samurai,7.2,298,Forest Whitaker/Cliff Gorman/Tricia Vessey/Henry Silva/Victor Argo/Joseph Rigano/John Tormey/Damon Whitaker/Frank Minucci/Richard Portnow/Gene Ruffini/Frank Adonis/RZA/Isaach De Bankolé/Chuck Jeffreys/Gano Grills/Jamie Hector/Roberto Lopez/Jerry Todisco/Camille Winbush/Gary Farmer/Jerry Sturiano/Alfred Nittoli/Sharon Angela,Jim Jarmusch
2000000,Crime/Drama/Thriller/Action,7873,watching a movie/playing pool/vinegar,12.999023,The Weinstein Company,United States of America,2005-09-11,5967038,120.0,Harsh Times,6.3,197,Christian Bale/Freddy Rodríguez/Eva Longoria/Chaka Forman/Tammy Trull/J.K. Simmons/Michael Monks/Samantha Esteban/Tania Verafield/Noel Gugliemi/Adriana Millan/Geovanny Corvera/Cesar Garcia/Terry Crews/Emilio Rivera/Paul Renteria,David Ayer
2000000,Crime/Drama/Thriller,331190,hostage/based on true story/murder/independent film/single mother/drug/drug addict/recovering drug addict/auto theft/based on true events,6.7288820000000005,Itaca Films/BN Films/Brightside Entertainment/1019 Entertainment/Yoruba Saxon Productions,United States of America,2015-09-17,2801508,97.0,Captive,5.6,92,Kate Mara/David Oyelowo/Michael Kenneth Williams/Mimi Rogers/Leonor Varela/E. Roger Mitchell/Kevin J. O'Connor/Matt Lowe/Jessica Oyelowo/J. Karen Thomas/Melissa Eastwood/Marlo Scheitler/Michael Mercaldi/Michael Harding/Fred Galle/Scott Parks/Sydelle Noel/Elle Graham/Leon Pridgen/Johanna Jowett/Jeffry Winkler/Chris Matheny/Claudia Church,Jerry Jameson
2000000,Comedy/Drama/Romance,15186,independent film,1.9568599999999998,Miramax Films/Populist Pictures/Monophonic Inc.,United States of America,2002-08-02,2506446,96.0,Full Frontal,4.8,26,David Duchovny/Nicky Katt/Catherine Keener/Mary McCormack/David Hyde Pierce/Julia Roberts/Blair Underwood/January Jones/Dina Spybey-Waters/Sandra Oh/Brad Rowe/Jeff Garlin/Enrico Colantoni/David Fincher/Steven Soderbergh/Brad Pitt/Terence Stamp,Steven Soderbergh
0,Horror,17994,ax/possession/psychic power/ouija/ouija board/evil spirit,7.151153999999999,,United Kingdom/United States of America,1986-12-31,0,98.0,Witchboard,5.9,58,Stephen Nichols/Tawny Kitaen/Todd Allen/Kathleen Wilhoite/Burke Byrnes/James W. Quinn/Rose Marie/Judy Tatum/Gloria Hayes/J.P. Luebsen/Kenny Rhodes/Susan Nickerson/Ryan Carroll,Kevin Tenney
2000000,Romance/Drama/Comedy,1378,gay/new york/free love/swinger club/transsexuality/sex/heterosexual/suicide attempt/eroticism/group sex/orgasm/sex therapy/video/dominatrix/homosexuality/unsimulated sex,14.846001000000001,Fortissimo Films/Process Productions/Q Television,United States of America,2006-05-20,5179037,101.0,Shortbus,6.3,140,Sook-Yin Lee/Paul Dawson/PJ DeBoy/Jay Brannan/Lindsay Beamish/Raphael Barker/Peter Stickles/Ray Rivas/Bitch/Shanti Carson/Justin Hagan/Miriam Shor/Bradford Scobie/Reg Vermue/Adam Hardman/Alan Mandell/Jan Hilmer/Stephen Kent Jusick/Yolonda Ross/Jocelyn Samson/Daniela Sea/Rachael C. Smith/Derek Jackson/Jonathan Caouette/Mary Beth Peil/Tristan Taormino/Justin Bond,John Cameron Mitchell
2000000,Drama/Animation/War,8885,israel/palestine/middle east/lebanon/nightmare/middle east conflict,14.082510000000001,Les Films d'Ici/Bridgit Folman Film Gang/Razor Film Produktion,Israel/France/Germany,2008-06-25,11125849,90.0,Waltz with Bashir,7.8,291,Ari Folman/Ron Ben-Yishai/Dror Harazi/Ronny Dayag,Ari Folman
2000000,,48382,,0.031947,,,2003-09-12,1672730,120.0,"The Book of Mormon Movie, Volume 1: The Journey",5.0,2,Kirby Heyborne/Michael Flynn,
2000000,Documentary,12901,white house/occupying power/independent film/incompetence/irak/superpower/warfare,2.2837959999999997,,,2007-07-27,1431623,102.0,No End in Sight,7.2,23,Campbell Scott/Gerald Burke/Ali Fadhil/Robert Hutchings,Charles Ferguson
2000000,Drama/Romance,250124,1970s/teenage girl/older man younger woman relationship/based on graphic novel/teenage sexuality/woman director,18.224326,Caviar Films/Cold Iron Pictures/Archer Gray,United States of America,2015-08-07,1477002,98.0,The Diary of a Teenage Girl,6.8,279,Bel Powley/Kristen Wiig/Alexander Skarsgård/Christopher Meloni/Austin Lyon/Madeleine Waters/Margarita Levieva/Quinn Nagle/Abby Wait/John Parsons/Miranda Bailey/Carson D. Mell/Davy Clements/Susannah Schulman Rogers/Anthony Williams/Charles Lewis III/David Fine/Joshua Grannell/Nate Heller/Lance Hill/Jon Freeman/Persephone Gloeckner-Suits,Marielle Heller
2000000,Documentary,14284,nasa/space mission/rocket/moon landing/space/astronaut/apollo s,3.4315900000000004,Film4/Passion Pictures/Discovery Films,United Kingdom/United States of America,2007-01-19,0,109.0,In the Shadow of the Moon,7.6,31,Buzz Aldrin/Michael Collins/Alan Bean/Eugene Cernan/Charles Duke/James Lovell/Edgar Mitchell/Harrison Schmitt/John Young,David Sington
0,Drama/Western,57120,gold/oregon/thirst/tree/settler/family relationships/native american/salt lake city/pioneer/woman director,4.749885,Film Science/Evenstar Films/Oscilloscope Laboratories,United States of America,2010-09-05,876302,104.0,Meek's Cutoff,6.5,77,Michelle Williams/Bruce Greenwood/Will Patton/Zoe Kazan/Paul Dano/Shirley Henderson/Neal Huff/Tommy Nelson/Rod Rondeaux,Kelly Reichardt
2000000,History/Documentary,12228,usa/1970s/sexual revolution/unsimulated sex,3.9800720000000003,,United States of America,2005-02-11,653621,92.0,Inside Deep Throat,6.8,31,Dennis Hopper/Peter Bart/Warren Beatty/Carl Bernstein,Fenton Bailey
0,Drama/Action/Thriller,22617,,1.096355,Access Motion Picture Group/Giraldi-Suarez-DiGiaimo Productions,United States of America,2000-09-01,0,99.0,Dinner Rush,7.1,19,Danny Aiello/John Rothman/Frank Bongiorno/Lexie Sperduto/Zainab Jah/Alex Corrado/Michael McGlone/Walt McPherson/Polly Draper/Summer Phoenix,Bob Giraldi
0,Comedy/Drama,55561,independent film/woman director,1.196943,,,1997-01-01,0,96.0,Clockwatchers,5.6,13,Toni Collette/Parker Posey/Lisa Kudrow/Alanna Ubach/Helen FitzGerald/Stanley DeSantis/Jamie Kennedy/David James Elliott/Debra Jo Rupp/Kevin Cooney/Bob Balaban/Paul Dooley/Scott Mosenson/Joshua Malina,Jill Sprecher
2000000,Comedy,42889,loss of virginity/teenage boy/teen comedy/teenage sexuality/found footage/sex comedy/virginity,3.125382,Gary Sanchez Productions/Principato-Young Entertainment,United States of America,2010-09-10,563706,120.0,The Virginity Hit,4.6,19,Matt Bennett/Zack Pearlman/Jacob Davich/Justin Kline/Krysta Rodriguez/Nicole Weaver/Savannah Welch/Tina Parker,Huck Botko
2000000,Action/Thriller,10656,paris/culture clash/subway/metropolis/blackmail/document/criminal/socialite/punk band,5.261065,Gaumont,France,1985-04-10,390659,104.0,Subway,6.3,86,Isabelle Adjani/Christopher Lambert/Richard Bohringer/Michel Galabru/Jean-Hugues Anglade/Jean Reno/Jean-Pierre Bacri/Jean Bouise,Luc Besson
0,Comedy/Drama,24363,self-discovery/friendship,6.3377349999999995,Tribeca Productions/Bob Yari Productions/Southpaw Entertainment/Jeff Skoll Productions,United States of America,2005-04-15,0,97.0,House of D,6.1,23,Robin Williams/David Duchovny/Anton Yelchin/Téa Leoni/Erica Tazel/Alice Drummond/Erykah Badu/Frank Langella/Zelda Williams/Olga Sosnovska/Orlando Jones/Claire Lautier/Michael Chapman/Lisby Larson,David Duchovny
0,Comedy/Horror,13121,,7.359286,Teeth,United States of America,2007-01-19,0,94.0,Teeth,5.2,210,Jess Weixler/John Hensley/Josh Pais/Hale Appleman/Lenny Von Dohlen/Vivienne Benesch/Ashley Springer,Mitchell Lichtenstein
